postal_code,city,state,state_code,extra,county,latitude,longitude,radiation
7616,Poxdorf,Thüringen,TH,,Saale-Holzland-Kreis,50.9667,11.75,1263.0
97488,Stadtlauringen,Bayern,BY,Regierungsbezirk Unterfranken,Landkreis Schweinfurt,50.1871,10.3616,1263.0
99718,Trebra,Thüringen,TH,,Kyffhäuserkreis,51.2833,10.9833,1263.0
54411,Rorodt,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.7667,7.05,1263.0
55116,Mainz,Rheinland-Pfalz,RP,,"Mainz, kreisfreie Stadt",50.001,8.2688,1263.0
4626,Dobitschen,Thüringen,TH,,Altenburger Land,50.95,12.2833,1263.0
64405,Fischbachtal,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.7647,8.785,1263.0
64287,Darmstadt,Hessen,HE,Regierungsbezirk Darmstadt,"Darmstadt, Wissenschaftsstadt",49.8676,8.6644,1263.0
94124,Büchlberg,Bayern,BY,Lower Bavaria,Landkreis Passau,48.6711,13.521,1263.0
55490,Rohrbach,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.8833,7.4167,1263.0
6642,Wohlmirstedt,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2476,11.4615,1263.0
6712,Draschwitz,Sachsen-Anhalt,ST,,Burgenlandkreis,51.0987,12.181,1263.0
95473,Haag,Bayern,BY,Upper Franconia,Landkreis Bayreuth,49.87,11.5607,1263.0
6317,Röblingen am See,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4594,11.6823,1263.0
6724,Spora,Sachsen-Anhalt,ST,,Burgenlandkreis,51.0267,12.2614,1263.0
6712,Würchwitz,Sachsen-Anhalt,ST,,Burgenlandkreis,51.019,12.2274,1263.0
55490,Gehlweiler,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.8833,7.4667,1263.0
95494,Gesees,Bayern,BY,Upper Franconia,Landkreis Bayreuth,49.9,11.5333,1263.0
94530,Auerbach,Bayern,BY,Lower Bavaria,Landkreis Deggendorf,48.8035,13.0995,1263.0
55758,Weiden,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8167,7.3,1263.0
64293,Darmstadt,Hessen,HE,Regierungsbezirk Darmstadt,"Darmstadt, Wissenschaftsstadt",49.8875,8.6446,1263.0
92249,Vilseck,Bayern,BY,Upper Palatinate,Amberg-Sulzbach,49.6148,11.8026,1263.0
55758,Hottenbach,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8249,7.2976,1263.0
92442,Wackersdorf,Bayern,BY,Upper Palatinate,Landkreis Schwandorf,49.3167,12.1833,1263.0
55758,Hellertshausen,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8167,7.2833,1263.0
92449,Steinberg,Bayern,BY,Upper Palatinate,Landkreis Schwandorf,49.2833,12.1833,1263.0
99438,Oettern,Thüringen,TH,,Weimarer Land,50.9225,11.3581,1263.0
99438,Gutendorf,Thüringen,TH,,Weimarer Land,50.9201,11.2103,1263.0
6712,Könderitz,Sachsen-Anhalt,ST,,Burgenlandkreis,51.0869,12.2114,1263.0
6688,Großkorbetha,Sachsen-Anhalt,ST,,Burgenlandkreis,51.26,12.0301,1263.0
55758,Asbach,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8167,7.2833,1263.0
95512,Neudrossenfeld,Bayern,BY,Upper Franconia,Landkreis Kulmbach,50.0167,11.5,1263.0
55218,Ingelheim am Rhein,Rheinland-Pfalz,RP,,Landkreis Mainz-Bingen,49.9708,8.0588,1263.0
55127,Mainz,Rheinland-Pfalz,RP,,"Mainz, kreisfreie Stadt",50.0,8.2711,1263.0
6688,Schkortleben,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2433,12.0172,1263.0
99438,Troistedt,Thüringen,TH,,Weimarer Land,50.9333,11.25,1263.0
55424,Münster-Sarmsheim,Rheinland-Pfalz,RP,,Landkreis Mainz-Bingen,49.9434,7.8943,1263.0
6725,Reuden,Sachsen-Anhalt,ST,,Burgenlandkreis,51.1107,12.1948,1263.0
6686,Rippach,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2266,12.0634,1263.0
6686,Poserna,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2145,12.0816,1263.0
6686,Dehlitz,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2305,12.022,1263.0
55118,Mainz,Rheinland-Pfalz,RP,,"Mainz, kreisfreie Stadt",50.0,8.2711,1263.0
54424,Etgert,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.7788,7.0212,1263.0
99438,Vollersroda,Thüringen,TH,,Weimarer Land,50.936,11.3309,1263.0
55608,Hausen,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8667,7.3667,1263.0
6688,Wengelsdorf,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2811,12.0423,1262.0
97633,Herbstadt,Bayern,BY,Regierungsbezirk Unterfranken,Landkreis Rhön-Grabfeld,50.3333,10.5,1262.0
6686,Sössen,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2166,12.1023,1262.0
6231,Kreypau,Sachsen-Anhalt,ST,,Saalekreis,51.328,12.0434,1262.0
6231,Oebles-Schlechtewitz,Sachsen-Anhalt,ST,,Saalekreis,51.2564,12.0626,1262.0
6679,Muschwitz,Sachsen-Anhalt,ST,,Burgenlandkreis,51.193,12.1206,1262.0
55490,Gemünden,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.8944,7.4775,1262.0
97633,Großbardorf,Bayern,BY,Regierungsbezirk Unterfranken,Landkreis Rhön-Grabfeld,50.2667,10.3667,1262.0
54472,Burgen,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.8833,7.0,1262.0
54636,Ingendorf,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9333,6.45,1262.0
6318,Wansleben am See,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4667,11.75,1262.0
98669,Schlechtsart,Thüringen,TH,,Landkreis Hildburghausen,50.3285,10.6225,1262.0
69488,Birkenau,Hessen,HE,Regierungsbezirk Darmstadt,Bergstraße,49.5625,8.7069,1262.0
6179,Schkopau Hohenweiden,Sachsen-Anhalt,ST,,Saalekreis,51.4167,11.9333,1262.0
54518,Kesten,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9,6.95,1262.0
54518,Gladbach,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9333,6.7667,1262.0
92269,Fensterbach,Bayern,BY,Upper Palatinate,Landkreis Schwandorf,49.4,12.05,1262.0
54472,Gornhausen,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.8667,7.05,1262.0
7743,Jena,Thüringen,TH,,"Jena, Stadt",50.9326,11.5868,1262.0
54636,Messerich,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9333,6.4833,1262.0
94336,Hunderdorf,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,48.95,12.7333,1262.0
94347,Ascha,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,49.0,12.6333,1262.0
55483,Dickenschied,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9,7.4167,1262.0
7580,Reichstädt,Thüringen,TH,,Landkreis Greiz,50.9215,12.2342,1262.0
55425,Waldalgesheim,Rheinland-Pfalz,RP,,Landkreis Mainz-Bingen,49.95,7.8333,1262.0
64401,Groß-Bieberau,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.8006,8.8243,1262.0
6577,Etzleben,Thüringen,TH,,Kyffhäuserkreis,51.2667,11.1667,1262.0
6571,Wiehe,Thüringen,TH,,Kyffhäuserkreis,51.2659,11.4128,1262.0
6722,Wetterzeube,Sachsen-Anhalt,ST,,Burgenlandkreis,51.0,12.0167,1262.0
6317,Amsdorf,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4646,11.7271,1262.0
99718,Oberbösa,Thüringen,TH,,Kyffhäuserkreis,51.2893,11.017,1262.0
4626,Göllnitz,Thüringen,TH,,Altenburger Land,50.95,12.3167,1262.0
4626,Drogen,Thüringen,TH,,Altenburger Land,50.9167,12.3167,1262.0
6258,Schkopau Korbetha,Sachsen-Anhalt,ST,,Saalekreis,51.4,11.9667,1262.0
6725,Profen,Sachsen-Anhalt,ST,,Burgenlandkreis,51.1259,12.2166,1262.0
6295,Hornburg,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4542,11.5882,1262.0
55758,Schauren,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8072,7.2372,1262.0
6268,Ziegelroda,Sachsen-Anhalt,ST,,Saalekreis,51.3329,11.4663,1262.0
55758,Wirschweiler,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.7667,7.1667,1262.0
55124,Mainz,Rheinland-Pfalz,RP,,"Mainz, kreisfreie Stadt",50.0025,8.2148,1262.0
6279,Farnstädt,Sachsen-Anhalt,ST,,Saalekreis,51.4333,11.5667,1262.0
4626,Wildenbörten,Thüringen,TH,,Altenburger Land,50.9167,12.2833,1262.0
55413,Weiler,Rheinland-Pfalz,RP,,Landkreis Mainz-Bingen,49.957,7.8648,1262.0
55758,Allenbach,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.7545,7.1672,1262.0
4617,Großröda,Thüringen,TH,,Altenburger Land,50.9957,12.3188,1262.0
4626,Altkirchen,Thüringen,TH,,Altenburger Land,50.9333,12.35,1262.0
99869,Remstädt,Thüringen,TH,,Landkreis Gotha,50.979,10.6878,1262.0
6577,Hauteroda,Thüringen,TH,,Kyffhäuserkreis,51.2667,11.2833,1262.0
7554,Hirschfeld,Thüringen,TH,,Landkreis Greiz,50.95,12.1833,1262.0
7554,Pölzig,Thüringen,TH,,Landkreis Greiz,50.95,12.2,1262.0
54662,Herforst,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.95,6.7,1262.0
6237,Spergau,Sachsen-Anhalt,ST,,Saalekreis,51.2935,12.0229,1262.0
54662,Beilingen,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.95,6.6667,1262.0
99869,Wangenheim,Thüringen,TH,,Landkreis Gotha,51.0198,10.6242,1262.0
99869,Goldbach,Thüringen,TH,,Landkreis Gotha,50.9924,10.6575,1262.0
6317,Erdeborn,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4755,11.6349,1262.0
4603,Göhren,Thüringen,TH,,Altenburger Land,50.9667,12.3667,1261.0
6686,Starsiedel,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2173,12.1388,1261.0
6578,Bilzingsleben,Thüringen,TH,,Landkreis Sömmerda,51.2833,11.0667,1261.0
54518,Osann-Monzel,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9167,6.95,1261.0
54518,Arenrath,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.95,6.7333,1261.0
99441,Magdala,Thüringen,TH,,Weimarer Land,50.907,11.448,1261.0
69517,Gorxheimertal,Hessen,HE,Regierungsbezirk Darmstadt,Bergstraße,49.5325,8.7295,1261.0
6577,Gorsleben,Thüringen,TH,,Kyffhäuserkreis,51.2753,11.1844,1261.0
91289,Schnabelwaid,Bayern,BY,Upper Franconia,Landkreis Bayreuth,49.8122,11.5827,1261.0
7554,Bethenhausen,Thüringen,TH,,Landkreis Greiz,50.9333,12.2,1261.0
55624,Rhaunen,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8638,7.342,1261.0
65239,Hochheim am Main,Hessen,HE,Regierungsbezirk Darmstadt,Main-Taunus-Kreis,50.0144,8.3522,1261.0
64853,Otzberg,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.8261,8.9225,1261.0
93167,Falkenstein,Bayern,BY,Upper Palatinate,Cham,49.0975,12.488,1261.0
6729,Langendorf,Sachsen-Anhalt,ST,,Burgenlandkreis,51.0882,12.261,1261.0
54472,Veldenz,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.8887,7.0221,1261.0
55490,Mengerschied,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9167,7.5,1261.0
95500,Heinersreuth,Bayern,BY,Upper Franconia,Landkreis Bayreuth,49.9667,11.5333,1261.0
54518,Niersbach,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9402,6.7408,1261.0
7616,Rauschwitz,Thüringen,TH,,Saale-Holzland-Kreis,50.9667,11.8,1261.0
6571,Roßleben,Thüringen,TH,,Kyffhäuserkreis,51.2989,11.4344,1261.0
7607,Eisenberg,Thüringen,TH,,Saale-Holzland-Kreis,50.9686,11.9021,1261.0
4617,Tegkwitz,Thüringen,TH,,Altenburger Land,50.9801,12.3416,1261.0
99438,Buchfart,Thüringen,TH,,Weimarer Land,50.921,11.3325,1261.0
7751,Bucha,Thüringen,TH,,Saale-Holzland-Kreis,50.8833,11.5167,1261.0
7751,Jenalöbnitz,Thüringen,TH,,Saale-Holzland-Kreis,50.95,11.7,1261.0
94336,Windberg,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,48.9429,12.7462,1261.0
94104,Tittling,Bayern,BY,Lower Bavaria,Landkreis Passau,48.7262,13.3822,1261.0
55481,Womrath,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9167,7.45,1261.0
91257,Pegnitz,Bayern,BY,Upper Franconia,Landkreis Bayreuth,49.7522,11.5419,1261.0
4626,Schmölln,Thüringen,TH,,Altenburger Land,50.8968,12.3534,1261.0
4626,Löbichau,Thüringen,TH,,Altenburger Land,50.8943,12.309,1261.0
7613,Crossen an der Elster,Thüringen,TH,,Saale-Holzland-Kreis,50.9749,11.9781,1261.0
6577,Oberheldrungen,Thüringen,TH,,Kyffhäuserkreis,51.2833,11.25,1261.0
54528,Salmtal,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9333,6.85,1261.0
6231,Bad Dürrenberg,Sachsen-Anhalt,ST,,Saalekreis,51.2954,12.0658,1261.0
6254,Luppenau,Sachsen-Anhalt,ST,,Saalekreis,51.3667,12.05,1261.0
6179,Holleben,Sachsen-Anhalt,ST,,Saalekreis,51.4405,11.8991,1261.0
6231,Tollwitz,Sachsen-Anhalt,ST,,Saalekreis,51.286,12.0973,1261.0
55758,Bruchweiler,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.7983,7.2256,1261.0
54646,Enzen,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9167,6.3667,1261.0
64395,Brensbach,Hessen,HE,Regierungsbezirk Darmstadt,Odenwaldkreis,49.7739,8.8844,1261.0
97633,Aubstadt,Bayern,BY,Regierungsbezirk Unterfranken,Landkreis Rhön-Grabfeld,50.3333,10.4333,1261.0
64372,Ober-Ramstadt,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.8308,8.7489,1261.0
64354,Reinheim,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.8292,8.8357,1261.0
55252,Mainz-Kastel,Hessen,HE,Regierungsbezirk Darmstadt,"Wiesbaden, Landeshauptstadt",50.0102,8.2844,1261.0
55758,Stipshausen,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.85,7.2833,1261.0
55758,Langweiler,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.7833,7.1833,1261.0
83487,Marktschellenberg,Bayern,BY,Upper Bavaria,Berchtesgadener Land,47.6966,13.0434,1261.0
6254,Friedensdorf,Sachsen-Anhalt,ST,,Saalekreis,51.3503,12.0647,1261.0
55442,Stromberg,Rheinland-Pfalz,RP,,Landkreis Bad Kreuznach,49.9439,7.7729,1261.0
97711,Thundorf in Unterfranken,Bayern,BY,Regierungsbezirk Unterfranken,Landkreis Bad Kissingen,50.201,10.3191,1261.0
55758,Sensweiler,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.7754,7.1969,1261.0
6258,Schkopau Schkopau,Sachsen-Anhalt,ST,,Saalekreis,51.4,11.9833,1261.0
55624,Oberkirn,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8833,7.3667,1261.0
54675,Kruchten,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9,6.3167,1261.0
6317,Aseleben,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4889,11.6733,1261.0
91275,Auerbach in der Oberpfalz,Bayern,BY,Upper Palatinate,Amberg-Sulzbach,49.6938,11.621,1260.0
7613,Hartmannsdorf,Thüringen,TH,,Saale-Holzland-Kreis,50.9608,11.9757,1260.0
6184,Schkopau Burgliebenau,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0333,1260.0
6231,Kötzschau,Sachsen-Anhalt,ST,,Saalekreis,51.3124,12.1304,1260.0
6184,Schkopau Raßnitz,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.1,1260.0
92521,Schwarzenfeld,Bayern,BY,Upper Palatinate,Landkreis Schwandorf,49.3877,12.1348,1260.0
54646,Stockem,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9333,6.3833,1260.0
55481,Lindenschied,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9,7.4,1260.0
94374,Schwarzach,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,48.9157,12.8114,1260.0
55471,Tiefenbach,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9376,7.5439,1260.0
92272,Freudenberg,Bayern,BY,Upper Palatinate,Amberg-Sulzbach,49.4833,11.9833,1260.0
6686,Lützen,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2567,12.1416,1260.0
99947,Kleinwelsbach,Thüringen,TH,,Unstrut-Hainich-Kreis,51.1833,10.6667,1260.0
74934,Reichartshausen,Baden-Württemberg,BW,Karlsruhe Region,Rhein-Neckar-Kreis,49.355,8.9453,1260.0
6686,Röcken,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2408,12.1154,1260.0
6686,Großgörschen,Sachsen-Anhalt,ST,,Burgenlandkreis,51.2167,12.1835,1260.0
6258,Schkopau,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0463,1260.0
6317,Seeburg,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.4904,11.7026,1260.0
6571,Donndorf,Thüringen,TH,,Kyffhäuserkreis,51.294,11.3728,1260.0
4617,Monstab,Thüringen,TH,,Altenburger Land,51.0,12.35,1260.0
4617,Kriebitzsch,Thüringen,TH,,Altenburger Land,51.0235,12.3332,1260.0
6254,Zöschen,Sachsen-Anhalt,ST,,Saalekreis,51.358,12.1165,1260.0
97900,Külsheim,Baden-Württemberg,BW,Regierungsbezirk Stuttgart,Main-Tauber-Kreis,49.6694,9.5236,1260.0
95445,Bayreuth,Bayern,BY,Upper Franconia,Bayreuth,49.9431,11.5592,1260.0
6254,Wallendorf,Sachsen-Anhalt,ST,,Saalekreis,51.3598,12.0754,1260.0
69259,Wilhelmsfeld,Baden-Württemberg,BW,Karlsruhe Region,Rhein-Neckar-Kreis,49.4706,8.7536,1260.0
54662,Philippsheim,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.95,6.6333,1260.0
7554,Brahmenau,Thüringen,TH,,Landkreis Greiz,50.9236,12.1589,1260.0
72294,Grömbach,Baden-Württemberg,BW,Karlsruhe Region,Freudenstadt,48.5729,8.5454,1260.0
74736,Hardheim,Baden-Württemberg,BW,Karlsruhe Region,Neckar-Odenwald-Kreis,49.6119,9.4719,1260.0
93185,Michelsneukirchen,Bayern,BY,Upper Palatinate,Cham,49.1229,12.5528,1260.0
54647,Gondorf,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9667,6.6167,1260.0
74858,Aglasterhausen,Baden-Württemberg,BW,Karlsruhe Region,Neckar-Odenwald-Kreis,49.3569,8.9869,1260.0
6184,Schkopau Döllnitz,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0333,1260.0
54646,Wettlingen,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9333,6.4,1260.0
55481,Hecken,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9167,7.4,1260.0
96487,Dörfles-Esbach,Bayern,BY,Upper Franconia,Landkreis Coburg,50.2833,11.0,1260.0
6130,Halle,Sachsen-Anhalt,ST,,Kreisfreie Stadt Halle,51.441,11.9856,1260.0
55442,Warmsroth,Rheinland-Pfalz,RP,,Landkreis Bad Kreuznach,49.95,7.7833,1260.0
6132,Halle,Sachsen-Anhalt,ST,,Kreisfreie Stadt Halle,51.4348,11.9815,1260.0
99438,Hetschburg,Thüringen,TH,,Weimarer Land,50.9129,11.3001,1260.0
6179,Schkopau,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0463,1260.0
6179,Bennstedt,Sachsen-Anhalt,ST,,Saalekreis,51.482,11.8262,1260.0
7751,Löberschütz,Thüringen,TH,,Saale-Holzland-Kreis,50.9667,11.7,1260.0
94104,Witzmannsberg,Bayern,BY,Lower Bavaria,Landkreis Passau,48.7167,13.4167,1260.0
6179,Höhnstedt,Sachsen-Anhalt,ST,,Saalekreis,51.5027,11.7384,1260.0
83458,Schneizlreuth,Bayern,BY,Upper Bavaria,Berchtesgadener Land,47.6833,12.8,1260.0
55471,Sargenroth,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9333,7.5167,1260.0
6128,Halle,Sachsen-Anhalt,ST,,Kreisfreie Stadt Halle,51.4507,11.9493,1260.0
6184,Schkopau Lochau,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0667,1260.0
54634,Birtlingen,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.95,6.4833,1260.0
4523,Elstertrebnitz,Sachsen,SN,,Landkreis Leipzig,51.15,12.2333,1260.0
6179,Angersdorf,Sachsen-Anhalt,ST,,Saalekreis,51.4603,11.9071,1260.0
94130,Obernzell,Bayern,BY,Lower Bavaria,Landkreis Passau,48.5549,13.6373,1260.0
6179,Zscherben,Sachsen-Anhalt,ST,,Saalekreis,51.4671,11.8706,1260.0
54518,Dreis,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9409,6.8184,1260.0
6179,Langenbogen,Sachsen-Anhalt,ST,,Saalekreis,51.483,11.7779,1260.0
54472,Brauneberg,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9058,6.9813,1260.0
6184,Schkopau,Sachsen-Anhalt,ST,,Saalekreis,51.4,12.0463,1260.0
7580,Großenstein,Thüringen,TH,,Landkreis Greiz,50.9,12.2,1259.0
6231,Rodden,Sachsen-Anhalt,ST,,Saalekreis,51.3343,12.1597,1259.0
99102,Rockhausen,Thüringen,TH,,Ilm-Kreis,50.9015,11.0408,1259.0
54675,Nusbaum,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9167,6.35,1259.0
54518,Binsfeld,Rheinland-Pfalz,RP,,Landkreis Bernkastel-Wittlich,49.9667,6.7167,1259.0
93192,Wald,Bayern,BY,Upper Palatinate,Cham,49.15,12.35,1259.0
74746,Höpfingen,Baden-Württemberg,BW,Karlsruhe Region,Neckar-Odenwald-Kreis,49.6025,9.4286,1259.0
7554,Schwaara,Thüringen,TH,,Landkreis Greiz,50.9035,12.1431,1259.0
64380,Roßdorf,Hessen,HE,Regierungsbezirk Darmstadt,Darmstadt-Dieburg,49.8597,8.7617,1259.0
93149,Nittenau,Bayern,BY,Upper Palatinate,Landkreis Schwandorf,49.1942,12.2674,1259.0
74862,Binau,Baden-Württemberg,BW,Karlsruhe Region,Neckar-Odenwald-Kreis,49.3683,9.0581,1259.0
4523,Pegau,Sachsen,SN,,Landkreis Leipzig,51.1671,12.2514,1259.0
99713,Thüringenhausen,Thüringen,TH,,Kyffhäuserkreis,51.2667,10.8,1259.0
6254,Zweimen,Sachsen-Anhalt,ST,,Saalekreis,51.3622,12.1392,1259.0
95447,Bayreuth,Bayern,BY,Upper Franconia,Bayreuth,49.9481,11.5783,1259.0
4617,Lödla,Thüringen,TH,,Altenburger Land,51.0,12.3833,1259.0
64289,Darmstadt,Hessen,HE,Regierungsbezirk Darmstadt,"Darmstadt, Wissenschaftsstadt",49.8972,8.6809,1259.0
64291,Darmstadt,Hessen,HE,Regierungsbezirk Darmstadt,"Darmstadt, Wissenschaftsstadt",49.9111,8.6573,1259.0
64739,Höchst im Odenwald,Hessen,HE,Regierungsbezirk Darmstadt,Odenwaldkreis,49.7997,8.9994,1259.0
4460,Kitzen,Sachsen,SN,,Landkreis Leipzig,51.2217,12.2235,1259.0
54675,Ammeldingen an der Our,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9,6.25,1259.0
6577,Heldrungen,Thüringen,TH,,Kyffhäuserkreis,51.3021,11.2182,1259.0
65439,Flörsheim,Hessen,HE,Regierungsbezirk Darmstadt,Main-Taunus-Kreis,50.0131,8.4278,1259.0
72250,Freudenstadt,Baden-Württemberg,BW,Karlsruhe Region,Freudenstadt,48.467,8.4137,1259.0
95444,Bayreuth,Bayern,BY,Upper Franconia,Bayreuth,49.9461,11.5762,1259.0
95326,Kulmbach,Bayern,BY,Upper Franconia,Landkreis Kulmbach,50.1007,11.4503,1259.0
55624,Weitersbach,Rheinland-Pfalz,RP,,Landkreis Birkenfeld,49.8667,7.3167,1259.0
97267,Himmelstadt,Bayern,BY,Regierungsbezirk Unterfranken,Main-Spessart,49.9239,9.8017,1259.0
54675,Hommerdingen,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9167,6.3167,1259.0
6254,Günthersdorf,Sachsen-Anhalt,ST,,Saalekreis,51.3457,12.1718,1259.0
6578,Oldisleben,Thüringen,TH,,Kyffhäuserkreis,51.3097,11.1711,1259.0
99869,Seebergen,Thüringen,TH,,Landkreis Gotha,50.9208,10.7992,1259.0
99707,Günserode,Thüringen,TH,,Kyffhäuserkreis,51.3081,11.0494,1259.0
74931,Lobbach,Baden-Württemberg,BW,Karlsruhe Region,Rhein-Neckar-Kreis,49.3664,8.8917,1259.0
54646,Halsdorf,Rheinland-Pfalz,RP,,Eifelkreis Bitburg-Prüm,49.9333,6.3667,1259.0
64407,Fränkisch-Crumbach,Hessen,HE,Regierungsbezirk Darmstadt,Odenwaldkreis,49.7461,8.8586,1259.0
92242,Hirschau,Bayern,BY,Upper Palatinate,Amberg-Sulzbach,49.544,11.9462,1259.0
75389,Neuweiler,Baden-Württemberg,BW,Karlsruhe Region,Calw,48.6667,8.6,1259.0
55481,Dillendorf,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9167,7.3833,1259.0
55487,Sohrschied,Rheinland-Pfalz,RP,,Rhein-Hunsrück-Kreis,49.9,7.35,1259.0
6184,Großkugel,Sachsen-Anhalt,ST,,Saalekreis,51.4173,12.1464,1259.0
6295,Neehausen,Sachsen-Anhalt,ST,,Mansfeld-Südharz,51.5243,11.7036,1259.0
94107,Untergriesbach,Bayern,BY,Lower Bavaria,Landkreis Passau,48.5743,13.6672,1259.0
7616,Graitschen bei Bürgel,Thüringen,TH,,Saale-Holzland-Kreis,50.95,11.7167,1259.0
7616,Nausnitz,Thüringen,TH,,Saale-Holzland-Kreis,50.95,11.7333,1259.0
94372,Rattiszell,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,49.0257,12.6592,1259.0
64678,Lindenfels,Hessen,HE,Regierungsbezirk Darmstadt,Bergstraße,49.6837,8.7815,1259.0
55444,Dörrebach,Rheinland-Pfalz,RP,,Landkreis Bad Kreuznach,49.9454,7.7202,1259.0
94354,Haselbach,Bayern,BY,Lower Bavaria,Landkreis Straubing-Bogen,49.0035,12.6918,1259.0
