postal_code,city,state,state_code,extra,county,latitude,longitude,radiation
78337,Öhningen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6619,8.8867,1385.0
78467,Konstanz,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6744,9.1649,1385.0
78465,Konstanz,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6667,9.1833,1384.0
78464,Konstanz,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6723,9.1834,1384.0
78462,Konstanz,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6613,9.1752,1384.0
78343,Gaienhofen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6833,8.9833,1384.0
78479,Reichenau,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.6889,9.0635,1384.0
78476,Allensbach,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7154,9.0714,1383.0
79801,Hohentengen am Hochrhein,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.57,8.4325,1383.0
88719,Stetten,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6901,9.2986,1382.0
88718,Daisendorf,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7126,9.2678,1382.0
79807,Lottstetten,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6333,8.5667,1381.0
88709,Meersburg,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6942,9.2711,1381.0
88690,Uhldingen-Mühlhofen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7333,9.25,1381.0
88086,Immenstaad am Bodensee,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.665,9.359,1380.0
88709,Hagnau am Bodensee,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6667,9.3167,1380.0
88677,Markdorf,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7192,9.3903,1380.0
79802,Dettighofen,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6233,8.4851,1380.0
88048,Friedrichshafen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6727,9.4299,1380.0
88090,Immenstaad am Bodensee,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6653,9.359,1380.0
88697,Bermatingen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7333,9.35,1380.0
88045,Friedrichshafen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6544,9.4726,1380.0
88094,Oberteuringen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7241,9.4698,1379.0
88662,Überlingen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7698,9.1714,1379.0
88046,Friedrichshafen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6578,9.4852,1379.0
78345,Moos,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7244,8.9348,1379.0
78315,Radolfzell am Bodensee,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7419,8.971,1379.0
88069,Tettnang,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6686,9.5913,1378.0
88682,Salem,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7626,9.2903,1378.0
79798,Jestetten,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.65,8.5667,1378.0
88074,Meckenbeuren,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7,9.5667,1378.0
88633,Heiligenberg,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.8209,9.3128,1377.0
88696,Owingen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.8097,9.1717,1376.0
88693,Deggenhausertal,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.8,9.4,1376.0
78354,Sipplingen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.7968,9.0974,1375.0
88263,Horgenzell,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8,9.5,1375.0
88097,Eriskirch,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6248,9.542,1375.0
78262,Gailingen am Hochrhein,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7,8.75,1375.0
88699,Frickingen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.8144,9.2735,1375.0
88099,Neukirch,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.6574,9.7033,1374.0
79790,Küssaberg,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6,8.32,1374.0
78239,Rielasingen-Worblingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7346,8.8401,1374.0
88213,Ravensburg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7715,9.5575,1373.0
88287,Grünkraut,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7442,9.6559,1373.0
88147,Achberg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.6333,9.7167,1373.0
88636,Illmensee,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,47.8623,9.3724,1373.0
88634,Herdwangen-Schönach,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,47.85,9.2,1373.0
88212,Ravensburg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7815,9.6183,1372.0
88214,Ravensburg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7814,9.6118,1372.0
88285,Bodnegg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7101,9.6884,1372.0
88085,Langenargen,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.5986,9.5416,1372.0
88079,Kressbronn am Bodensee,Baden-Württemberg,BW,Tübingen Region,Bodenseekreis,47.5976,9.5971,1371.0
88271,Wilhelmsdorf,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8661,9.4262,1371.0
78266,Büsingen am Hochrhein,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7,8.6833,1371.0
88373,Fleischwangen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8833,9.4833,1370.0
79771,Klettgau,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.65,8.4,1370.0
88379,Unterwaldhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9,9.4667,1369.0
88289,Waldburg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7571,9.7134,1369.0
88138,Weißensberg,Bayern,BY,Swabia,Landkreis Lindau,47.5813,9.7259,1369.0
88276,Berg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8167,9.6,1369.0
78244,Gottmadingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7351,8.7769,1369.0
88149,Nonnenhorn,Bayern,BY,Swabia,Landkreis Lindau,47.5739,9.6104,1369.0
88279,Amtzell,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7,9.75,1369.0
88379,Guggenhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9,9.45,1369.0
88377,Riedhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9093,9.4285,1368.0
88142,Wasserburg (Bodensee),Bayern,BY,Swabia,Landkreis Lindau,47.5667,9.6333,1368.0
88138,Hergensweiler,Bayern,BY,Swabia,Landkreis Lindau,47.6167,9.7833,1368.0
88281,Schlier,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.77,9.6735,1368.0
78351,Bodman-Ludwigshafen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.8182,9.0554,1368.0
88370,Ebenweiler,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9,9.5167,1368.0
88273,Fronreute,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8667,9.5833,1368.0
79793,Wutöschingen,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6602,8.3675,1367.0
88131,Bodolz,Bayern,BY,Swabia,Landkreis Lindau,47.5667,9.6667,1367.0
78224,Singen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7593,8.8403,1367.0
88250,Weingarten,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8101,9.6386,1367.0
79787,Lauchringen,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.627,8.3144,1366.0
88361,Altshausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9333,9.5333,1366.0
88138,Sigmarszell,Bayern,BY,Swabia,Landkreis Lindau,47.5833,9.7667,1366.0
88376,Königseggwald,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9333,9.4167,1366.0
78256,Steißlingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.8,8.9333,1366.0
88361,Eichstegen,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9333,9.5,1366.0
88145,Hergatz,Bayern,BY,Swabia,Landkreis Lindau,47.65,9.8333,1365.0
88145,Opfenbach,Bayern,BY,Swabia,Landkreis Lindau,47.6333,9.8333,1365.0
88356,Ostrach,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,47.95,9.3833,1365.0
88284,Wolpertswende,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8947,9.612,1365.0
88630,Pfullendorf,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,47.9261,9.2578,1365.0
88374,Hoßkirch,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.95,9.45,1365.0
88175,Scheidegg,Bayern,BY,Swabia,Landkreis Lindau,47.5814,9.8483,1365.0
88267,Vogt,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7667,9.7667,1364.0
88255,Baienfurt,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8286,9.6516,1364.0
88239,Wangen im Allgäu,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.6895,9.8325,1364.0
78355,Hohenfels,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.885,9.1082,1364.0
88361,Boms,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9763,9.5164,1363.0
88255,Baindt,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.85,9.6667,1363.0
79588,Efringen-Kirchen,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.65,7.5667,1363.0
78247,Hilzingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.7667,8.7833,1363.0
88371,Ebersbach-Musbach,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9667,9.5833,1362.0
88131,Lindau (Bodensee),Bayern,BY,Swabia,Landkreis Lindau,47.5501,9.7085,1362.0
78333,Stockach,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.8511,9.0091,1361.0
88364,Wolfegg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8203,9.7949,1361.0
88326,Aulendorf,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9508,9.6374,1361.0
88368,Bergatreute,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.85,9.75,1361.0
86929,Penzing,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0748,10.9274,1361.0
88339,Bad Waldsee,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9203,9.7549,1360.0
86949,Windach,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0667,11.0333,1360.0
86941,Sankt Ottilien,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0957,11.0452,1360.0
86940,Schwifting,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0456,10.9276,1360.0
86932,Pürgen,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0247,10.9221,1360.0
86922,Eresing,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.087,11.0239,1360.0
86916,Kaufering,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0912,10.8791,1360.0
86899,Landsberg am Lech,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0482,10.8828,1360.0
88639,Wald,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,47.9333,9.1667,1360.0
88178,Heimenkirch,Bayern,BY,Swabia,Landkreis Lindau,47.6296,9.903,1360.0
88161,Lindenberg im Allgäu,Bayern,BY,Swabia,Landkreis Lindau,47.6028,9.8855,1360.0
82269,Geltendorf,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1174,11.0322,1360.0
86859,Igling,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0667,10.8,1359.0
78359,Orsingen-Nenzingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.8427,8.9591,1359.0
88348,Bad Saulgau,Baden-Württemberg,BW,Tübingen Region,Landkreis Sigmaringen,48.0123,9.5035,1359.0
88260,Argenbühl,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.6667,9.9333,1359.0
79774,Albbruck,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.5908,8.1295,1359.0
88416,Steinhausen an der Rottum,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0167,9.9667,1358.0
88427,Bad Schussenried,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0047,9.6574,1358.0
79395,Neuenburg am Rhein,Baden-Württemberg,BW,Freiburg Region,Landkreis Breisgau-Hochschwarzwald,47.8143,7.5601,1358.0
88436,Eberhardzell,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0,9.8167,1358.0
88436,"Eberhardzell Füramoos, Altbellamont",Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0002,9.906,1358.0
88436,Eberhardzell Füramoos,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,47.9977,9.8934,1358.0
82299,Türkenfeld,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1053,11.083,1358.0
79725,Laufenburg,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.5651,8.0604,1358.0
79761,Waldshut-Tiengen,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6232,8.2172,1358.0
86807,Buchloe,Bayern,BY,Swabia,Landkreis Ostallgäu,48.0372,10.7255,1358.0
86947,Weil,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1172,10.9216,1358.0
88454,Hochdorf,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0256,9.7878,1357.0
86923,Finning,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0222,11.011,1357.0
86857,Hurlach,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1184,10.8111,1357.0
79415,Bad Bellingen,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.7315,7.5576,1357.0
88427,Bad Schussenried Dunzenhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0186,9.6834,1357.0
88459,Tannheim,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0,10.0833,1357.0
88430,Rot an der Rot,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.013,10.0303,1357.0
88348,Allmannsweiler,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0285,9.5936,1357.0
86928,Hofstetten,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0085,10.9711,1357.0
86926,Greifenberg,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0706,11.0835,1357.0
86944,Unterdießen,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,47.9833,10.8333,1357.0
88353,Kißlegg,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.7889,9.8838,1357.0
86875,Waal,Bayern,BY,Swabia,Landkreis Ostallgäu,47.9968,10.7779,1357.0
88410,Bad Wurzach,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.908,9.8969,1357.0
88416,Erlenmoos,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0653,9.9757,1357.0
82194,Gröbenzell,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.2,11.3667,1357.0
88456,Ingoldingen,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0255,9.742,1357.0
78259,Mühlhausen-Ehingen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.811,8.8122,1356.0
82279,Eching am Ammersee,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0833,11.1167,1356.0
87740,Buxheim,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0,10.1333,1356.0
86862,Lamerdingen,Bayern,BY,Swabia,Landkreis Ostallgäu,48.092,10.7398,1356.0
86938,Schondorf am Ammersee,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.053,11.0914,1356.0
86860,Jengen,Bayern,BY,Swabia,Landkreis Ostallgäu,47.9993,10.7257,1356.0
82275,Emmering,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1833,11.2833,1356.0
85232,Bergkirchen,Bayern,BY,Upper Bavaria,Landkreis Dachau,48.2567,11.3649,1356.0
86854,Amberg,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0667,10.6833,1356.0
85221,Dachau,Bayern,BY,Upper Bavaria,Landkreis Dachau,48.26,11.434,1356.0
86492,Egling an der Paar,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1833,10.9833,1356.0
82223,Eichenau,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1667,11.3167,1356.0
79805,Eggingen,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.7,8.4,1356.0
81245,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1616,11.4141,1356.0
86943,Thaining,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,47.973,10.9577,1356.0
86879,Wiedergeltingen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0395,10.6741,1356.0
88450,Berkheim,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0426,10.0823,1356.0
79730,Murg,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.5549,8.0218,1356.0
78269,Volkertshausen,Baden-Württemberg,BW,Freiburg Region,Konstanz,47.8167,8.8667,1356.0
88416,Ochsenhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0703,9.9503,1356.0
79576,Weil am Rhein,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.5933,7.6208,1356.0
88444,Ummendorf,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0667,9.8333,1356.0
82288,Kottgeisering,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1167,11.1333,1356.0
82272,Moorenweis,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1556,11.0785,1356.0
87779,Trunkelsberg,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0,10.2167,1356.0
87700,Memmingen,Bayern,BY,Swabia,Memmingen,47.9837,10.1853,1356.0
87766,Memmingerberg,Bayern,BY,Swabia,Landkreis Unterallgäu,47.988,10.2229,1356.0
82140,Olching,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.2,11.3333,1356.0
82266,Inning am Ammersee,Bayern,BY,Upper Bavaria,Starnberg,48.0764,11.1523,1355.0
85757,Karlsfeld,Bayern,BY,Upper Bavaria,Landkreis Dachau,48.2167,11.4667,1355.0
79804,Dogern,Baden-Württemberg,BW,Freiburg Region,Landkreis Waldshut,47.6095,8.1671,1355.0
87751,Heimertingen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0333,10.15,1355.0
87734,Benningen,Bayern,BY,Swabia,Landkreis Unterallgäu,47.9667,10.2167,1355.0
82216,Maisach,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.2167,11.2667,1355.0
82178,Puchheim,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.15,11.35,1355.0
82256,Fürstenfeldbruck,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.179,11.2547,1355.0
82284,Grafrath,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1167,11.1667,1355.0
82290,Landsberied,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1667,11.1667,1355.0
87767,Niederrieden,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0576,10.1832,1355.0
82296,Schöngeising,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1413,11.204,1355.0
79639,Grenzach-Wyhlen,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.55,7.6833,1355.0
86842,Türkheim,Bayern,BY,Swabia,Landkreis Unterallgäu,48.064,10.6416,1355.0
82239,Alling,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1403,11.3014,1355.0
88171,Weiler-Simmerberg,Bayern,BY,Swabia,Landkreis Lindau,47.5826,9.9135,1355.0
86919,Utting am Ammersee,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.0261,11.0861,1355.0
82287,Jesenwang,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1667,11.1333,1355.0
88422,Oggelshausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0667,9.65,1354.0
87760,Lachen,Bayern,BY,Swabia,Landkreis Unterallgäu,47.9459,10.2394,1354.0
86871,Rammingen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0667,10.5833,1354.0
88422,Bad Buchau,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0623,9.6124,1354.0
87719,Mindelheim,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0458,10.4922,1354.0
88484,Gutenzell-Hürbel,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.1167,9.9833,1354.0
88457,Kirchdorf an der Iller,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0833,10.1333,1354.0
80997,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1834,11.4784,1354.0
80999,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1853,11.4643,1354.0
88400,Biberach an der Riß Bergerhausen,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.1008,9.8128,1354.0
81243,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1465,11.4506,1354.0
88441,Mittelbiberach,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0833,9.75,1354.0
79418,Schliengen,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.757,7.5764,1354.0
82110,Germering,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1339,11.3765,1354.0
82276,Adelshofen,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.1833,11.1167,1354.0
87748,Fellheim,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0728,10.1522,1354.0
87758,Kronburg,Bayern,BY,Swabia,Landkreis Unterallgäu,47.9043,10.1572,1354.0
88319,Aitrach,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.9333,10.0833,1354.0
88437,Maselheim,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.1333,9.8833,1353.0
82205,Gilching,Bayern,BY,Upper Bavaria,Starnberg,48.1075,11.2936,1353.0
87778,Stetten,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0238,10.4447,1353.0
87781,Ungerhausen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0057,10.2667,1353.0
87784,Westerheim,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0167,10.3,1353.0
88453,Erolzheim,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.09,10.073,1353.0
88422,Tiefenbach,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0833,9.65,1353.0
86836,Obermeitingen,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1468,10.8063,1353.0
87789,Woringen,Bayern,BY,Swabia,Landkreis Unterallgäu,47.9167,10.2,1353.0
87752,Holzgünz,Bayern,BY,Swabia,Landkreis Unterallgäu,48.025,10.259,1353.0
88422,Dürnau,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0603,9.5553,1353.0
87749,Hawangen,Bayern,BY,Swabia,Landkreis Unterallgäu,47.9667,10.2667,1353.0
86874,Tussenhausen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.1022,10.5607,1353.0
86833,Ettringen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.1,10.65,1353.0
86825,Bad Wörishofen,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0067,10.5967,1353.0
88167,Gestratz,Bayern,BY,Swabia,Landkreis Lindau,47.65,9.9833,1353.0
79591,Eimeldingen,Baden-Württemberg,BW,Freiburg Region,Landkreis Lörrach,47.6333,7.6,1353.0
81241,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1475,11.4635,1353.0
88317,Aichstetten,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.893,10.0784,1353.0
87737,Boos,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0752,10.1952,1353.0
87742,Apfeltrach,Bayern,BY,Swabia,Landkreis Unterallgäu,48.0167,10.5,1353.0
81247,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1662,11.4673,1353.0
80995,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1976,11.5181,1353.0
87763,Lautrach,Bayern,BY,Swabia,Landkreis Unterallgäu,47.8982,10.1178,1353.0
82237,Wörthsee,Bayern,BY,Upper Bavaria,Starnberg,48.0725,11.2017,1353.0
85247,Schwabhausen,Bayern,BY,Upper Bavaria,Landkreis Dachau,48.3032,11.3557,1353.0
85241,Hebertshausen,Bayern,BY,Upper Bavaria,Landkreis Dachau,48.2896,11.4653,1353.0
87754,Kammlach,Bayern,BY,Swabia,Landkreis Unterallgäu,48.05,10.4167,1353.0
86937,Scheuring,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,48.1677,10.8957,1353.0
86946,Vilgertshofen,Bayern,BY,Upper Bavaria,Landkreis Landsberg am Lech,47.95,10.9167,1353.0
88400,Biberach an der Riß,Baden-Württemberg,BW,Tübingen Region,Landkreis Biberach,48.0934,9.7905,1353.0
79258,Hartheim,Baden-Württemberg,BW,Freiburg Region,Landkreis Breisgau-Hochschwarzwald,47.9333,7.6333,1353.0
82152,Krailling,Bayern,BY,Upper Bavaria,Starnberg,48.1,11.4,1352.0
82152,Planegg,Bayern,BY,Upper Bavaria,Landkreis München,48.1067,11.4248,1352.0
82291,Mammendorf,Bayern,BY,Upper Bavaria,Fürstenfeldbruck,48.2084,11.1633,1352.0
82234,Weßling,Bayern,BY,Upper Bavaria,Starnberg,48.0745,11.2482,1352.0
82166,Gräfelfing,Bayern,BY,Upper Bavaria,Landkreis München,48.1188,11.4294,1352.0
80638,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1595,11.4932,1352.0
80933,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.2225,11.548,1352.0
80992,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1776,11.5169,1352.0
80993,München,Bayern,BY,Upper Bavaria,Kreisfreie Stadt München,48.1823,11.5331,1352.0
82349,Pentenried,Bayern,BY,Upper Bavaria,Starnberg,48.1,11.4,1352.0
88299,Leutkirch im Allgäu,Baden-Württemberg,BW,Tübingen Region,Landkreis Ravensburg,47.8267,10.0205,1352.0
